logFC	AveExpr	t	P.Value	adj.P.Val	B
Fam107a	2.58678728474967	6.98973596345673	20.1475717075447	6.72657915137878e-11	1.5382341203373e-06	14.8679271945131
Pstpip2	-1.72756073801198	7.21406184762315	-18.0750802065424	2.50211091272427e-10	2.86091361760893e-06	13.7875293304437
Gm5841	-1.78818523454337	5.69858122693666	-17.0283035342412	5.12984833380326e-10	3.91031238991376e-06	13.1755369767269
Dusp10	-1.9171833078658	7.19868617465796	-15.9554908822563	1.11835923265879e-09	5.61878582625049e-06	12.4954521324864
Usp21	-1.74201622219354	7.03352950057362	-15.8304362834303	1.22852584971368e-09	5.61878582625049e-06	12.4124225031808
Ranbp6	-1.57681180331008	6.55368044528066	-15.3170555488589	1.81981184770028e-09	6.36143197678007e-06	12.0628546914413
Pla2g7	-2.17599726459525	7.53135702820408	-15.2301523297824	1.94726359268237e-09	6.36143197678007e-06	12.0022592201468
Strn3	-1.38539278547989	10.1513562741843	-14.9771969423567	2.37611907148991e-09	6.79213636585392e-06	11.823465032235
Plin5	2.03536853521264	7.70107828629642	14.3840672854009	3.83560290993991e-09	9.2055471721066e-06	11.3896538669471
Itgb1	-1.89000003890027	8.35447768893243	-14.1349837478945	4.71483831703403e-09	9.2055471721066e-06	11.2011378619906
Depp1	1.42777341614159	9.97652235333454	14.1280316469152	4.74229625849086e-09	9.2055471721066e-06	11.1958207887829
Pfkfb3	-3.83229796273355	8.70611432931774	-14.0800071506664	4.93673518443409e-09	9.2055471721066e-06	11.1590077421166
Ddit4	3.23309593348187	8.64523293245742	14.0105728280657	5.23316919876622e-09	9.2055471721066e-06	11.1055249374423
Pdia3	-1.61675538542367	8.01601513460876	-13.8581452141623	5.95324200216724e-09	9.7241955789686e-06	10.9870343375656
Gm43681	-1.85043520594383	7.67778989755234	-13.678748380172	6.9398834053296e-09	1.05351210995889e-05	10.8456477041593
Sept4	-1.42488471235267	6.7649882425438	-13.5176537385148	7.97659672419437e-09	1.05351210995889e-05	10.7168729131486
Cpeb1	-2.19587674527435	6.64885686998544	-13.4975226645006	8.11742487407736e-09	1.05351210995889e-05	10.7006584790627
Slc16a10	-1.37503936698428	7.73964531116256	-13.4730175706388	8.29246894317821e-09	1.05351210995889e-05	10.6808841042601
Cab39	-1.31901117763996	9.08206922701365	-13.1811053930511	1.07204468105353e-08	1.23420385749932e-05	10.4421684765533
Ilkap	-1.56098059702292	8.119922191673	-13.1733931786667	1.07941565287679e-08	1.23420385749932e-05	10.4357817383373
Aurka	-1.46200466030275	6.75448607298929	-13.021398539608	1.23637532373148e-08	1.30820832360435e-05	10.3090555585573
Abra	1.14610014298086	10.4965512279425	13.0016085963109	1.25855269893719e-08	1.30820832360435e-05	10.2924351290593
Rock2	-1.39045591694488	8.38913311059799	-12.9221155488608	1.35203946338006e-08	1.34427993254674e-05	10.2253911270657
Zbed4	-1.70222319031051	5.91972222348889	-12.8716350740268	1.41526214874554e-08	1.34850895072971e-05	10.182580067002
Six1	-2.22229553366569	7.35143267048165	-12.7762319160178	1.5435914321219e-08	1.3988622922614e-05	10.1011661815485
Gm6365	-1.27937389756062	8.50088999074256	-12.7435038500588	1.59045039351042e-08	1.3988622922614e-05	10.0730838814191
Sms-ps	-1.6656023265068	9.10922283273038	-12.697006364794	1.65967091298107e-08	1.40567979400189e-05	10.0330512043181
Napepld	-1.65013252902899	5.46822903701407	-12.6169320268625	1.78658005664777e-08	1.45912545483647e-05	9.9637348683725
Tmem38b	-1.21223489546175	10.0932310222558	-12.5184336265975	1.95716623253733e-08	1.54226259020891e-05	9.87781295069205
Gm11652	-1.5208426162122	8.22627371899903	-12.4570543898939	2.0722587329218e-08	1.54226259020891e-05	9.82390089857086
Aif1l	1.19137854433096	9.3018795591607	12.4475605819303	2.0907005552071e-08	1.54226259020891e-05	9.81553654864084
Ecpas	-1.43224604070371	9.13326421691538	-12.3482480608671	2.2945397127574e-08	1.563394860554e-05	9.72762637725671
Cavin1	-1.64638545952968	8.12105406474502	-12.3172517504732	2.36245298130468e-08	1.563394860554e-05	9.7000337573492
Dguok	-1.34634437949564	7.89090103077161	-12.3091700985414	2.38051263127245e-08	1.563394860554e-05	9.69282735666389
Map4k5	-1.42547205717262	6.77793000980393	-12.2806926006304	2.44534103522811e-08	1.563394860554e-05	9.66739370586955
n-R5s185	-1.22098847899136	10.0833138794434	-12.2738590766603	2.46117784589576e-08	1.563394860554e-05	9.6612812352156
